ph,turbidity,temperature,potability
7.48,58.6,25.01,True
5.17,147.19,18.13,False
7.89,41.26,26.56,True
7.39,77.58,26.05,True
6.92,49.86,26.01,True
6.02,121.22,17.43,False
7.48,57.45,26.66,True
4.83,129.15,19.47,False
7.0,25.04,27.14,True
5.0,139.31,16.18,False
7.2,6.81,27.91,True
7.02,96.38,29.59,True
5.06,125.93,19.55,False
6.8,92.03,28.32,True
4.67,138.43,18.61,False
6.69,4.31,28.9,True
5.85,134.46,16.03,False
6.64,94.01,27.01,True
4.83,137.59,17.9,False
7.33,81.0,26.37,True
7.57,11.1,27.87,True
5.84,107.45,16.7,False
7.72,66.58,28.01,True
5.3,147.6,19.5,False
7.46,71.19,28.48,True
5.5,106.24,17.2,False
6.55,26.84,25.45,True
5.3,110.59,18.62,False
6.35,140.02,16.67,False
7.37,43.59,28.94,True
7.25,88.04,27.98,True
6.78,73.69,25.17,True
5.47,103.35,18.03,False
6.81,25.41,28.22,True
7.05,63.07,29.53,True
6.25,101.54,15.11,False
6.95,42.91,25.07,True
7.66,36.96,25.13,True
6.52,52.84,27.52,True
7.44,77.95,26.64,True
4.58,113.57,18.93,False
7.17,24.7,26.25,True
6.85,81.97,29.71,True
6.75,29.28,29.95,True
5.83,123.87,18.77,False
7.35,62.79,29.88,True
6.04,128.7,15.54,False
6.59,19.45,29.25,True
7.69,26.0,28.37,True
6.16,117.08,19.39,False
5.24,141.41,18.19,False
7.06,85.17,26.71,True
5.48,117.39,16.67,False
6.97,53.99,29.08,True
7.03,83.65,29.6,True
7.5,21.48,26.5,True
7.4,36.05,26.19,True
7.77,61.9,28.91,True
6.58,91.47,25.39,True
7.31,76.98,29.68,True
5.38,147.88,18.29,False
4.53,105.18,18.32,False
7.21,52.32,25.79,True
6.96,42.26,29.32,True
6.52,95.0,29.64,True
6.01,113.64,19.42,False
6.55,74.56,26.34,True
6.95,36.64,28.79,True
6.0,104.63,17.76,False
7.43,71.74,25.88,True
7.4,70.59,28.59,True
4.59,125.78,15.07,False
7.31,56.87,29.49,True
4.97,138.67,19.88,False
7.8,51.63,27.67,True
7.8,27.98,25.62,True
7.55,41.6,27.58,True
7.53,51.15,25.34,True
6.76,89.28,29.61,True
5.76,138.49,18.85,False
5.9,122.37,17.39,False
7.03,93.94,27.42,True
6.12,140.59,18.42,False
7.46,46.55,26.15,True
5.73,106.93,16.38,False
4.88,144.8,15.9,False
6.56,8.34,25.7,True
5.13,139.91,16.7,False
7.32,79.97,28.95,True
7.63,35.87,29.3,True
7.28,7.3,29.22,True
6.41,140.63,16.34,False
5.11,113.56,17.08,False
7.92,76.18,28.78,True
5.88,116.95,18.12,False
6.73,85.05,26.68,True
7.14,2.17,26.83,True
6.92,96.23,27.15,True
7.6,24.46,25.02,True
7.89,94.68,27.97,True
5.25,133.1,17.0,False
7.46,0.03,25.81,True
7.5,20.5,26.72,True
7.95,25.69,26.91,True
7.29,83.39,28.27,True
7.83,13.56,25.3,True
7.98,87.21,26.26,True
7.2,12.92,26.97,True
7.64,13.76,25.78,True
4.65,123.27,15.67,False
5.7,100.9,19.41,False
5.96,100.26,16.13,False
5.04,122.76,16.78,False
7.03,98.58,29.2,True
5.49,138.09,16.79,False
6.85,77.59,29.44,True
7.77,98.1,27.06,True
7.54,37.99,27.91,True
4.82,114.77,17.96,False
7.23,73.83,29.5,True
4.69,149.16,16.37,False
7.19,46.65,26.81,True
5.73,131.47,15.82,False
6.91,82.14,28.03,True
7.66,21.78,25.41,True
5.48,109.19,16.33,False
6.95,86.15,29.67,True
7.0,76.12,27.56,True
4.93,103.83,16.94,False
7.26,74.13,28.58,True
7.41,88.29,29.16,True
7.46,35.43,26.43,True
4.7,112.36,15.53,False
7.59,16.18,28.7,True
6.77,54.28,29.65,True
5.48,124.6,19.99,False
7.99,93.95,29.99,True
7.99,94.72,26.35,True
5.54,145.35,15.91,False
6.59,53.35,28.85,True
7.27,43.79,27.47,True
7.23,95.37,28.1,True
6.36,122.37,18.7,False
7.61,22.77,29.33,True
6.18,133.13,15.43,False
7.2,51.74,26.24,True
4.94,138.64,17.22,False
7.23,51.4,26.91,True
5.21,139.72,18.14,False
5.11,124.03,18.06,False
7.63,89.66,27.48,True
7.43,71.11,26.81,True
7.39,36.65,29.41,True
7.47,48.07,28.62,True
6.93,62.28,28.59,True
6.77,49.45,26.79,True
7.09,83.38,26.72,True
6.12,107.81,19.92,False
7.39,41.15,25.26,True
7.26,44.05,27.4,True
7.95,43.56,28.23,True
6.78,18.48,25.52,True
4.97,101.87,18.47,False
7.29,28.85,25.48,True
5.17,132.37,19.12,False
6.34,140.03,19.43,False
5.3,133.58,19.29,False
5.8,109.61,17.98,False
7.33,62.03,28.72,True
5.13,111.29,19.47,False
6.21,107.59,18.75,False
5.42,114.47,16.18,False
5.0,115.89,18.18,False
6.36,107.37,18.86,False
7.29,15.51,25.88,True
6.64,12.34,26.05,True
6.87,48.51,26.41,True
6.2,124.28,18.84,False
5.71,142.26,15.16,False
7.89,30.38,27.32,True
6.15,108.9,15.98,False
7.68,37.51,26.83,True
7.95,71.61,28.35,True
6.75,68.72,27.36,True
7.93,19.25,27.89,True
4.56,126.8,19.19,False
7.14,88.64,28.03,True
7.76,32.84,26.82,True
7.58,65.81,29.39,True
7.73,93.57,29.62,True
6.73,69.11,25.91,True
5.0,100.66,17.93,False
6.53,83.93,28.8,True
7.94,53.38,28.55,True
5.33,142.03,16.95,False
7.6,78.51,27.88,True
5.58,130.43,15.79,False
6.37,102.54,19.66,False
6.22,102.88,17.59,False
7.52,57.49,27.49,True
7.05,80.57,25.16,True
7.99,94.29,26.55,True
6.82,21.17,26.87,True
7.24,59.77,27.71,True
7.39,23.83,28.53,True
5.9,108.6,16.52,False
7.0,94.01,27.15,True
6.28,136.75,18.1,False
6.83,35.86,26.24,True
6.52,92.06,25.58,True
7.42,59.32,28.03,True
7.94,97.28,29.8,True
6.67,83.71,28.01,True
7.95,7.0,25.88,True
6.03,142.28,16.5,False
7.71,65.45,29.14,True
5.93,147.99,16.89,False
6.48,100.36,16.58,False
5.38,145.21,19.5,False
7.45,41.92,28.5,True
6.26,107.8,19.01,False
5.79,104.89,18.89,False
5.19,144.33,15.06,False
5.31,118.72,16.48,False
7.08,50.14,29.37,True
5.34,121.61,15.15,False
7.92,31.94,26.23,True
7.58,94.21,29.39,True
4.96,137.45,19.44,False
6.9,11.43,27.78,True
4.59,111.54,18.88,False
7.11,42.41,26.39,True
7.11,71.71,29.58,True
5.32,113.53,16.92,False
7.33,33.27,29.56,True
6.78,40.97,29.53,True
7.71,16.49,29.05,True
7.38,40.99,28.55,True
7.73,21.88,28.3,True
7.36,11.73,26.11,True
7.18,22.39,25.06,True
7.73,59.58,29.5,True
5.46,138.1,18.68,False
5.89,118.82,15.74,False
6.07,147.52,17.3,False
5.43,146.78,16.07,False
7.66,91.14,29.79,True
4.9,117.86,19.31,False
7.56,0.85,26.44,True
6.53,1.93,25.07,True
5.4,120.03,19.64,False
7.24,76.49,25.05,True
4.57,122.38,17.03,False
7.02,37.68,28.23,True
7.69,65.76,26.67,True
7.99,85.6,26.91,True
7.69,46.81,29.18,True
7.27,90.82,26.07,True
4.82,114.18,16.57,False
6.5,7.09,28.18,True
6.46,144.91,18.57,False
7.95,64.5,29.6,True
6.53,92.35,28.24,True
5.5,111.22,19.31,False
7.05,6.8,26.73,True
5.91,104.2,16.86,False
4.95,116.18,16.54,False
7.25,16.61,29.02,True
6.39,131.32,17.81,False
6.44,126.52,17.15,False
4.92,102.73,19.07,False
5.7,143.74,15.22,False
5.87,114.64,16.17,False
6.95,90.9,29.18,True
6.73,90.39,29.23,True
5.17,136.63,17.54,False
5.59,129.03,18.8,False
6.04,112.32,15.28,False
6.88,81.89,27.75,True
7.08,18.79,28.21,True
6.51,69.13,26.65,True
7.87,64.83,27.34,True
4.52,105.24,16.59,False
4.55,116.57,18.57,False
6.81,90.75,27.48,True
6.41,102.78,15.03,False
5.8,146.74,15.17,False
7.47,21.34,29.14,True
6.79,48.78,28.43,True
5.02,111.24,19.44,False
7.92,46.75,27.33,True
5.07,110.87,17.83,False
5.61,129.35,15.65,False
7.98,86.59,25.8,True
7.97,46.82,25.09,True
7.54,90.07,29.87,True
7.75,25.71,25.81,True
4.96,141.72,19.98,False
5.65,103.54,16.93,False
6.78,60.49,28.15,True
6.02,131.36,16.34,False
7.07,88.04,27.01,True
7.62,76.39,27.58,True
7.86,64.14,25.16,True
4.62,138.54,18.75,False
4.99,148.71,17.18,False
7.77,92.94,25.56,True
7.89,29.43,28.16,True
7.45,83.86,27.08,True
6.79,54.72,27.47,True
6.93,41.43,29.94,True
5.25,145.69,18.15,False
7.24,46.01,25.13,True
6.56,20.61,28.89,True
7.29,25.35,25.75,True
7.16,45.24,29.62,True
7.21,41.87,28.42,True
6.35,142.45,15.01,False
7.24,5.67,29.26,True
7.38,10.16,25.67,True
7.36,67.11,25.0,True
6.99,67.51,26.13,True
5.72,104.16,16.41,False
6.66,24.2,28.53,True
6.07,115.23,17.61,False
7.64,20.09,28.18,True
7.06,89.99,27.15,True
7.22,33.32,25.23,True
7.17,79.22,26.97,True
7.89,77.03,28.74,True
7.66,35.31,29.48,True
6.79,83.58,26.68,True
4.78,124.44,15.65,False
7.6,69.58,26.28,True
7.53,70.34,25.73,True
5.07,120.18,19.59,False
7.52,43.77,28.47,True
7.45,65.59,29.1,True
6.18,139.74,15.58,False
7.53,76.28,28.1,True
7.21,26.99,27.41,True
7.19,87.44,25.24,True
7.79,43.99,27.48,True
5.2,135.56,18.27,False
6.93,96.86,29.48,True
6.8,63.22,25.63,True
7.13,56.31,29.02,True
7.34,93.12,26.25,True
5.05,144.75,15.04,False
5.36,113.39,15.19,False
6.67,65.6,27.45,True
5.91,142.97,17.26,False
6.34,121.04,17.33,False
7.01,55.41,25.98,True
4.97,100.54,16.04,False
7.83,1.83,27.28,True
7.51,9.77,25.24,True
7.96,78.36,25.66,True
6.15,141.49,15.73,False
6.97,51.71,25.56,True
5.48,138.48,19.81,False
7.22,19.43,26.86,True
6.23,140.86,18.69,False
4.95,149.26,18.86,False
4.83,140.16,19.13,False
4.76,116.47,15.95,False
5.14,117.67,17.72,False
7.98,74.36,28.76,True
5.03,144.04,16.52,False
5.17,143.73,19.75,False
4.9,130.7,17.55,False
7.25,99.3,25.34,True
6.87,11.96,29.1,True
4.92,111.78,18.7,False
5.12,127.94,16.89,False
5.2,134.9,19.2,False
7.74,22.85,29.93,True
5.41,137.97,19.57,False
5.95,114.69,17.08,False
6.35,121.34,16.03,False
5.8,118.48,17.24,False
7.5,8.32,29.54,True
7.68,11.94,26.25,True
6.47,114.69,18.79,False
4.63,138.52,15.13,False
5.46,112.64,19.74,False
6.33,147.51,16.06,False
6.8,67.4,29.2,True
4.81,120.41,16.67,False
6.48,145.83,16.65,False
6.93,40.39,26.96,True
7.53,85.74,26.29,True
7.04,63.18,28.48,True
7.34,8.41,25.79,True
6.79,19.49,28.97,True
5.9,122.13,17.11,False
7.44,14.98,25.57,True
6.66,3.37,29.12,True
6.18,126.48,17.89,False
5.45,101.17,15.03,False
6.76,92.18,26.54,True
5.35,140.22,15.12,False
6.7,19.47,26.98,True
4.51,142.03,18.48,False
4.93,131.76,19.32,False
6.82,75.65,29.65,True
4.76,112.77,18.98,False
6.92,82.64,26.48,True
5.98,144.96,15.17,False
5.8,104.09,16.54,False
4.56,125.2,16.58,False
5.89,127.99,19.85,False
6.52,24.61,25.96,True
7.42,34.5,25.11,True
5.4,139.66,16.02,False
6.6,48.47,29.52,True
7.9,9.48,27.63,True
7.79,86.25,29.42,True
7.29,97.83,28.59,True
5.42,108.31,16.17,False
5.93,144.14,17.88,False
5.39,121.01,18.34,False
4.86,126.95,18.64,False
7.51,31.03,26.21,True
7.16,50.08,28.23,True
7.73,76.62,29.13,True
6.56,50.84,28.28,True
5.41,100.46,19.78,False
5.43,104.76,19.76,False
5.79,137.96,16.28,False
7.88,27.03,26.38,True
5.0,122.77,15.13,False
5.28,115.56,16.11,False
7.11,62.53,29.34,True
5.13,104.22,16.62,False
7.85,43.89,28.75,True
5.07,128.76,19.29,False
6.98,40.86,28.11,True
6.41,137.29,15.51,False
5.2,149.09,15.95,False
7.03,49.94,29.59,True
7.91,12.3,27.74,True
5.45,102.85,17.52,False
5.24,121.97,16.3,False
6.54,76.52,27.03,True
7.56,16.76,25.56,True
7.77,10.43,26.5,True
5.18,135.45,18.28,False
7.73,28.43,27.68,True
6.88,64.01,29.39,True
7.27,39.6,28.67,True
6.12,112.9,17.21,False
7.8,73.94,26.5,True
7.48,49.92,27.49,True
6.68,68.99,26.68,True
7.59,4.67,26.11,True
5.51,113.95,18.6,False
7.77,21.0,26.37,True
7.23,48.3,28.71,True
7.22,91.87,27.72,True
7.13,19.08,28.68,True
7.61,68.03,29.39,True
7.17,9.09,28.23,True
7.15,90.35,29.92,True
6.96,16.74,26.74,True
6.87,60.31,29.56,True
7.59,16.57,28.71,True
5.01,140.93,15.47,False
7.59,84.12,29.09,True
5.01,149.24,17.47,False
6.73,63.78,27.41,True
5.21,101.3,15.91,False
7.97,37.44,28.79,True
5.74,115.54,15.64,False
7.14,20.58,25.27,True
4.82,125.47,19.38,False
6.68,46.98,26.44,True
6.88,47.31,29.05,True
7.48,25.7,27.89,True
7.83,39.78,25.43,True
7.18,79.36,27.33,True
6.16,126.85,16.12,False
6.42,115.79,18.55,False
6.14,128.5,15.92,False
7.41,78.51,29.03,True
7.56,58.2,27.24,True
7.12,51.13,26.05,True
5.52,140.93,18.82,False
7.66,86.43,29.32,True
7.74,67.61,28.72,True
7.55,55.17,26.7,True
6.84,3.3,28.42,True
7.6,63.03,27.11,True
7.33,54.04,27.09,True
6.02,110.45,15.52,False
6.98,25.04,28.01,True
7.64,90.77,27.8,True
5.35,112.41,18.51,False
5.77,111.73,19.69,False
6.69,26.93,26.71,True
7.39,98.82,29.43,True
6.53,50.79,29.16,True
6.44,137.45,15.63,False
7.38,48.88,29.27,True
6.52,51.45,26.64,True
6.67,95.13,29.47,True
7.87,54.06,29.49,True
5.47,115.26,19.54,False
6.84,78.88,29.54,True
6.73,48.69,29.23,True
6.83,44.66,29.54,True
6.31,120.18,15.52,False
7.88,45.44,29.42,True
7.42,2.93,26.2,True
4.7,122.46,19.49,False
6.89,18.45,26.97,True
5.71,100.96,15.31,False
5.72,120.49,18.04,False
6.68,16.04,26.69,True
6.75,88.35,29.2,True
7.48,89.16,28.82,True
6.8,74.12,28.12,True
5.88,108.37,19.89,False
4.67,120.66,16.57,False
7.8,3.13,27.53,True
5.42,134.83,19.59,False
7.65,82.49,26.71,True
6.7,38.31,28.06,True
5.05,121.02,15.27,False
5.67,101.89,15.73,False
4.9,122.04,18.99,False
6.57,38.63,26.41,True
7.0,92.19,25.85,True
6.09,120.3,16.21,False
7.61,15.78,28.02,True
7.74,3.1,29.11,True
7.06,99.81,25.97,True
6.79,38.62,29.35,True
6.72,67.13,28.83,True
7.67,48.96,27.26,True
6.21,103.65,16.17,False
7.11,53.53,28.22,True
4.98,114.69,15.12,False
6.89,90.47,29.09,True
6.54,85.13,29.75,True
7.14,92.89,25.15,True
5.37,141.84,18.93,False
5.95,112.16,18.7,False
4.66,118.43,19.91,False
5.66,121.72,16.16,False
7.55,7.48,29.05,True
4.78,128.38,15.65,False
7.37,56.55,25.48,True
5.68,107.54,17.19,False
5.61,146.25,19.79,False
7.58,32.06,26.68,True
6.39,131.96,19.6,False
7.57,84.04,27.73,True
7.07,70.62,25.82,True
4.7,103.49,19.85,False
5.29,116.6,16.26,False
6.65,76.04,29.27,True
5.79,114.31,18.94,False
7.52,50.85,25.46,True
5.55,105.47,19.43,False
5.86,105.78,19.61,False
6.78,19.94,26.22,True
7.58,33.26,29.93,True
5.56,135.68,16.03,False
6.95,50.76,29.39,True
7.34,6.55,28.41,True
6.57,24.57,29.06,True
6.57,98.4,29.75,True
7.33,18.56,28.51,True
5.88,114.3,17.51,False
6.92,78.68,26.22,True
4.69,100.39,16.55,False
7.8,50.66,29.54,True
7.94,37.52,26.44,True
6.64,83.93,25.88,True
6.35,122.39,17.33,False
6.58,14.49,26.09,True
7.79,90.08,29.15,True
6.53,25.16,29.94,True
6.08,137.93,18.28,False
7.15,46.53,27.69,True
7.55,72.66,26.86,True
6.05,104.05,18.17,False
6.92,21.15,26.61,True
5.1,106.59,16.57,False
6.97,35.42,29.69,True
5.44,128.36,15.76,False
5.6,109.37,19.18,False
7.27,52.58,29.37,True
7.67,55.91,28.14,True
7.12,77.12,27.86,True
6.51,77.66,27.51,True
4.53,110.45,16.75,False
4.98,133.01,16.59,False
7.04,8.44,28.04,True
6.18,138.94,18.29,False
7.89,81.48,25.56,True
6.54,72.39,26.51,True
7.23,46.0,25.73,True
7.97,42.73,29.41,True
6.44,102.11,16.31,False
4.81,132.72,18.49,False
5.92,121.85,15.35,False
6.28,122.2,17.0,False
6.95,17.8,29.97,True
5.91,122.98,19.1,False
7.71,8.77,29.46,True
7.47,15.94,28.17,True
7.17,5.86,26.1,True
7.25,1.31,25.4,True
4.95,101.66,15.76,False
7.61,87.84,25.5,True
7.27,12.11,25.86,True
4.92,137.6,19.85,False
4.82,125.01,19.49,False
4.6,117.3,16.89,False
6.41,144.48,16.33,False
4.89,139.93,19.47,False
6.87,81.33,26.47,True
7.35,68.66,28.66,True
6.16,137.24,15.92,False
7.24,77.57,26.26,True
7.96,39.48,25.19,True
5.69,146.73,17.61,False
6.24,135.83,19.83,False
6.77,59.96,29.59,True
5.38,146.14,18.27,False
6.05,126.38,15.28,False
6.88,49.31,25.86,True
7.49,35.56,29.14,True
7.45,40.57,27.97,True
5.31,105.24,19.89,False
6.34,148.72,16.97,False
6.9,10.07,26.26,True
6.5,59.59,26.84,True
7.37,69.68,25.31,True
5.66,133.64,16.63,False
6.7,11.34,27.02,True
6.82,26.38,28.33,True
5.12,106.01,16.4,False
5.1,142.65,15.63,False
7.8,72.72,28.09,True
4.72,118.22,19.17,False
7.01,75.8,28.59,True
6.83,90.22,27.62,True
6.94,97.34,26.02,True
7.62,20.37,28.8,True
5.03,101.13,18.72,False
4.93,109.74,16.72,False
6.12,122.92,18.94,False
7.09,0.18,25.8,True
6.62,47.83,28.43,True
6.8,86.33,25.91,True
6.85,1.01,28.75,True
6.59,9.94,29.81,True
7.44,16.93,28.04,True
4.86,140.9,16.84,False
7.89,10.63,25.57,True
7.53,97.73,27.37,True
7.56,29.05,26.07,True
4.9,101.9,17.16,False
5.22,117.72,16.26,False
7.89,83.15,27.28,True
6.53,22.43,29.82,True
7.64,18.83,26.4,True
6.98,78.53,25.57,True
7.96,83.81,29.76,True
7.68,29.13,25.71,True
6.04,128.03,15.06,False
7.66,55.52,29.1,True
5.85,116.15,18.39,False
5.47,139.7,19.74,False
5.72,148.3,17.97,False
5.97,134.17,15.44,False
6.66,39.75,28.0,True
6.06,105.16,15.96,False
7.82,82.04,29.19,True
6.5,102.06,15.12,False
7.42,7.68,28.8,True
7.4,55.18,27.86,True
6.01,106.77,17.03,False
4.7,111.53,18.6,False
6.88,59.91,26.91,True
5.42,124.26,17.42,False
7.58,48.19,25.34,True
6.89,70.28,27.93,True
7.67,18.04,26.92,True
6.28,104.62,18.99,False
6.84,93.61,28.29,True
7.85,60.29,27.86,True
5.69,144.43,16.16,False
7.71,4.02,26.77,True
5.33,119.66,16.89,False
7.28,2.69,25.88,True
4.99,141.67,18.08,False
6.85,61.93,28.92,True
6.72,29.0,28.44,True
5.43,127.22,15.68,False
7.51,43.89,25.04,True
7.47,18.13,26.05,True
7.65,45.75,27.85,True
7.01,75.29,26.74,True
5.36,104.91,16.62,False
6.59,75.81,27.32,True
6.3,105.2,15.69,False
6.28,122.2,15.87,False
6.94,53.98,25.5,True
6.16,127.25,19.95,False
7.52,61.34,27.22,True
7.88,90.4,27.93,True
6.95,89.25,29.06,True
5.39,121.44,18.84,False
7.09,12.2,25.52,True
5.62,138.12,19.49,False
6.48,124.13,16.45,False
6.53,32.61,25.21,True
6.89,26.24,27.37,True
6.98,9.75,27.17,True
5.45,134.35,17.57,False
7.93,83.33,28.18,True
7.52,44.91,26.34,True
7.8,16.52,26.8,True
6.27,100.98,16.97,False
7.68,46.61,25.8,True
7.86,45.78,29.37,True
5.7,149.59,19.77,False
6.77,8.2,28.54,True
7.18,25.76,29.86,True
5.63,134.31,17.97,False
6.65,19.02,28.24,True
5.59,103.77,18.16,False
4.99,110.35,17.21,False
7.09,47.97,26.15,True
7.66,58.39,29.54,True
7.5,67.01,29.07,True
7.6,61.03,26.65,True
5.28,139.81,15.95,False
7.01,38.34,25.81,True
7.81,78.58,28.11,True
7.82,51.81,29.13,True
6.28,141.53,16.33,False
7.45,55.06,25.24,True
4.84,138.95,17.05,False
6.28,118.03,17.43,False
5.61,149.12,19.52,False
7.95,56.79,25.91,True
6.68,92.26,28.4,True
7.96,89.63,27.41,True
5.5,137.59,16.41,False
5.79,122.83,18.49,False
6.33,137.12,16.39,False
4.6,127.08,16.13,False
5.76,117.7,17.18,False
7.58,54.18,26.88,True
7.69,19.31,25.89,True
4.81,149.53,18.45,False
7.69,6.79,29.57,True
7.08,75.99,27.87,True
5.74,144.41,15.84,False
6.25,140.78,15.15,False
7.55,58.16,29.82,True
6.44,104.2,15.51,False
5.63,124.82,17.73,False
6.18,142.91,18.75,False
5.42,119.37,19.49,False
5.6,149.92,15.97,False
6.65,53.25,28.34,True
7.56,37.93,29.1,True
4.58,121.95,15.94,False
8.0,83.51,25.4,True
6.09,117.23,18.5,False
6.69,14.02,28.58,True
6.53,35.51,26.78,True
7.71,62.28,25.7,True
5.77,118.24,17.13,False
6.88,84.32,26.19,True
7.33,44.98,26.87,True
5.05,123.72,19.26,False
4.75,116.58,16.28,False
6.88,65.39,25.25,True
6.76,41.5,27.86,True
8.0,98.97,25.68,True
4.53,119.05,17.92,False
5.2,141.28,16.66,False
5.36,146.91,19.03,False
5.65,118.66,15.81,False
5.5,109.31,15.85,False
5.09,148.72,15.92,False
5.43,141.79,17.96,False
6.46,130.22,18.35,False
7.74,75.47,28.03,True
5.51,104.29,18.45,False
4.71,111.61,19.05,False
6.82,23.8,28.04,True
4.95,142.2,18.32,False
7.41,74.83,28.16,True
6.89,76.69,28.16,True
7.95,80.34,28.53,True
7.01,27.91,25.57,True
5.4,104.08,19.32,False
7.13,54.09,29.44,True
5.56,133.94,18.62,False
5.29,106.54,15.09,False
6.27,124.84,16.11,False
5.68,115.39,15.17,False
4.61,103.04,18.57,False
7.15,91.32,26.35,True
7.35,34.44,29.87,True
5.27,116.77,15.39,False
4.68,105.49,17.86,False
5.75,125.29,18.57,False
6.3,109.02,19.35,False
7.63,30.0,25.13,True
7.42,26.88,26.06,True
5.13,116.95,18.69,False
7.15,78.64,26.19,True
5.04,112.93,18.42,False
7.28,58.45,25.45,True
6.96,97.27,27.11,True
7.38,17.57,25.47,True
7.34,92.15,28.82,True
5.48,140.36,17.78,False
6.94,71.14,25.76,True
6.33,100.9,18.25,False
7.18,4.15,26.24,True
6.9,31.62,29.87,True
5.59,105.59,17.75,False
5.53,135.14,15.71,False
5.2,101.31,15.74,False
7.76,62.54,25.22,True
7.4,81.39,29.83,True
7.16,30.81,25.29,True
4.79,100.94,17.71,False
6.6,22.76,27.02,True
7.24,45.28,28.85,True
7.99,99.21,28.16,True
6.8,52.21,27.47,True
4.86,130.46,19.49,False
5.67,146.01,16.66,False
7.95,5.27,27.96,True
7.89,52.48,28.71,True
6.45,143.39,18.57,False
6.9,88.85,26.4,True
7.23,61.46,25.17,True
6.25,140.49,16.95,False
6.59,14.26,28.87,True
6.76,3.66,28.08,True
7.01,37.2,27.29,True
6.49,107.52,18.52,False
6.07,120.77,17.85,False
7.38,83.35,29.24,True
7.08,24.44,28.0,True
6.88,2.0,25.49,True
7.53,58.97,25.05,True
7.2,28.37,27.99,True
7.9,81.43,25.17,True
5.89,107.58,19.8,False
6.72,7.2,28.53,True
7.08,90.97,28.67,True
7.93,27.63,28.27,True
6.67,85.35,29.91,True
7.98,83.37,29.16,True
5.79,110.54,19.29,False
5.98,127.29,18.86,False
6.6,54.27,25.92,True
6.95,53.09,27.94,True
7.18,71.39,25.24,True
5.66,105.13,17.25,False
7.44,42.74,26.18,True
7.02,90.38,29.42,True
6.91,44.22,28.49,True
5.79,143.56,18.65,False
7.68,39.36,29.5,True
6.27,113.04,17.97,False
7.77,2.28,28.93,True
6.61,6.76,25.96,True
5.34,149.95,15.07,False
7.95,98.59,28.05,True
6.97,21.99,28.34,True
7.55,31.54,29.89,True
4.92,140.41,16.89,False
6.13,145.74,17.24,False
4.74,133.3,17.75,False
6.85,22.95,27.55,True
6.19,141.54,16.11,False
5.64,138.61,19.92,False
5.68,109.73,16.06,False
6.73,73.8,27.96,True
6.82,60.0,28.97,True
6.14,116.5,15.14,False
4.79,109.62,18.49,False
7.71,33.43,27.93,True
7.53,48.65,27.75,True
6.52,27.64,28.18,True
5.33,141.27,18.39,False
7.09,91.5,27.33,True
7.97,29.43,26.51,True
7.58,73.91,27.01,True
5.17,122.89,18.85,False
7.04,71.3,27.97,True
6.88,40.82,25.89,True
5.76,122.81,18.66,False
6.67,77.67,28.52,True
6.96,74.54,27.85,True
7.13,1.7,26.46,True
7.05,78.74,28.08,True
6.1,132.77,18.02,False
6.14,116.15,17.55,False
4.54,108.52,19.95,False
7.33,38.22,27.06,True
4.55,123.89,15.53,False
7.23,89.17,27.31,True
5.0,105.17,15.88,False
4.64,118.5,19.25,False
6.58,55.89,25.48,True
4.58,115.27,17.71,False
4.68,103.39,15.42,False
7.83,64.67,26.03,True
7.46,27.66,27.25,True
6.88,72.09,27.61,True
5.08,115.27,18.78,False
6.72,68.13,25.37,True
7.58,26.14,25.93,True
5.81,126.6,16.2,False
4.62,131.98,19.22,False
7.04,82.51,27.74,True
5.9,138.7,16.41,False
5.18,139.39,18.52,False
7.55,88.48,28.78,True
5.49,118.97,18.83,False
7.6,69.41,26.22,True
5.39,132.3,18.44,False
7.18,69.38,25.01,True
7.13,53.87,28.9,True
5.46,115.39,15.29,False
5.4,140.35,19.54,False
5.86,128.04,15.1,False
5.01,145.77,16.49,False
5.67,110.0,15.63,False
5.18,126.79,18.08,False
7.87,95.24,25.96,True
7.59,96.23,25.64,True
4.88,147.38,18.37,False
6.89,55.41,25.54,True
7.35,10.28,25.94,True
4.86,137.61,18.37,False
6.16,108.13,19.47,False
7.13,73.2,27.05,True
7.12,90.09,27.4,True
7.06,62.01,27.33,True
6.73,54.68,26.22,True
7.51,51.98,28.55,True
6.84,1.38,28.5,True
6.12,118.92,19.33,False
6.19,136.15,15.52,False
7.69,83.89,25.87,True
7.54,48.02,29.76,True
6.06,110.84,15.13,False
6.71,11.07,29.29,True
5.71,102.88,15.18,False
7.84,38.41,27.05,True
7.93,68.35,25.16,True
7.69,22.32,29.65,True
7.25,71.68,27.51,True
6.55,27.69,26.55,True
7.24,72.53,27.54,True
6.74,57.14,27.28,True
6.99,9.86,26.29,True
6.01,115.64,18.54,False
7.71,44.16,25.88,True
7.58,77.35,25.36,True
7.11,95.73,26.88,True
4.62,119.75,17.82,False
7.78,7.82,25.73,True
6.67,20.13,25.53,True
5.04,127.16,16.12,False
7.72,3.55,29.58,True
6.58,83.33,28.07,True
6.96,30.86,25.61,True
6.66,91.57,26.01,True
7.11,30.87,28.85,True
6.11,104.47,19.58,False
6.14,147.84,19.51,False
6.76,67.19,29.47,True
4.54,126.06,17.68,False
7.87,60.47,28.9,True
7.91,98.73,27.9,True
6.59,81.94,25.19,True
4.94,103.82,17.22,False
6.05,129.07,15.67,False
6.02,112.04,19.83,False
5.06,136.83,17.2,False
5.91,117.78,18.13,False
